Data File Name,Scale Name,Column Name,transform,reverse,min,max,Anxious_Depressed,Withdrawn_Depressed,Somatic_Complaints,Internalizing,Social_Problems,Thought_Problems,Attention_Problems,Rule_Breaking_Behavior,Aggressive_Behavior,Externalizing,SES
TDS1_CBCL_Pre,CBCL,VIII_94,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_101,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_102,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_103,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_104,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TDS1_CBCL_Pre,CBCL,VIII_105,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_106,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
TDS1_CBCL_Pre,CBCL,VIII_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,VIII_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TDS1_CBCL_Pre,CBCL,Addl_Probs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
